Date,Open,High,Low,Close,Adj Close,Volume
2023-06-08,570.000000,576.549988,557.000000,559.700012,557.960999,21527339
2023-06-09,564.400024,566.450012,559.299988,562.299988,560.552917,9361533
2023-06-12,567.000000,568.900024,560.650024,564.150024,562.397217,7599572
2023-06-13,567.700012,571.049988,560.750000,562.200012,560.453247,12845897
2023-06-14,566.000000,571.200012,564.000000,570.299988,568.528076,12713256
2023-06-15,571.799988,575.000000,567.750000,568.450012,566.683838,12475759
2023-06-16,569.650024,572.200012,566.049988,569.799988,568.029602,8736313
2023-06-19,570.650024,573.200012,564.200012,566.049988,564.291260,6280388
2023-06-20,566.049988,583.950012,562.500000,583.250000,581.437805,18074902
2023-06-21,584.950012,585.900024,574.500000,581.400024,579.593628,9146332
2023-06-22,584.000000,584.700012,568.200012,569.349976,567.580994,11229179
2023-06-23,570.000000,571.150024,557.700012,559.650024,557.911194,9362695
2023-06-26,560.000000,569.000000,557.799988,567.849976,566.085632,6986621
2023-06-27,570.000000,576.900024,568.450012,573.099976,571.319336,9404450
2023-06-28,573.099976,573.099976,573.099976,573.099976,571.319336,0
2023-06-30,588.349976,599.000000,588.000000,595.549988,593.699585,12488047
2023-07-03,600.000000,602.299988,590.000000,590.799988,588.964355,11131048
2023-07-04,594.400024,596.400024,589.500000,591.450012,589.612366,6917886
2023-07-05,592.000000,593.000000,584.950012,588.250000,586.422302,8715919
2023-07-06,590.799988,604.950012,588.549988,600.799988,598.933289,14356681
2023-07-07,600.000000,624.799988,592.200012,618.200012,616.279236,21066726
2023-07-10,624.000000,634.799988,617.549988,618.650024,616.727844,23802524
2023-07-11,624.950012,630.450012,622.150024,628.500000,626.547241,12051173
2023-07-12,629.950012,630.799988,619.349976,621.450012,619.519165,10785502
2023-07-13,625.000000,626.500000,615.500000,620.650024,618.721680,9689708
2023-07-14,623.000000,626.000000,619.500000,624.900024,622.958435,7010179
2023-07-17,626.900024,627.000000,617.150024,618.500000,616.578308,7580645
2023-07-18,620.400024,620.849976,607.000000,612.099976,610.198181,10359400
2023-07-19,614.000000,625.299988,610.150024,620.599976,618.671753,11128348
2023-07-20,622.650024,623.599976,616.200012,621.650024,619.718567,7834891
2023-07-21,621.000000,631.000000,617.700012,625.750000,623.805786,12914610
2023-07-24,627.950012,634.450012,626.250000,629.250000,627.294922,12247844
2023-07-25,636.000000,642.500000,633.349976,639.450012,637.463257,13988137
2023-07-26,640.000000,665.400024,639.000000,641.099976,639.108093,31673714
2023-07-27,647.000000,648.450012,636.750000,643.700012,641.700012,11696851
2023-07-28,646.000000,646.000000,631.799988,635.299988,635.299988,9299530
2023-07-31,640.200012,645.549988,635.900024,644.299988,644.299988,7502361
2023-08-01,645.000000,652.900024,642.000000,643.650024,643.650024,8924219
2023-08-02,644.000000,644.299988,616.450012,622.650024,622.650024,15762687
2023-08-03,623.000000,626.450012,614.150024,618.950012,618.950012,11458920
2023-08-04,624.849976,625.000000,613.299988,615.000000,615.000000,11806739
2023-08-07,619.000000,619.000000,608.500000,609.500000,609.500000,9893466
2023-08-08,612.549988,614.750000,605.250000,607.299988,607.299988,8863640
2023-08-09,610.599976,624.000000,605.349976,622.549988,622.549988,13362350
2023-08-10,623.000000,628.299988,598.000000,618.250000,618.250000,53116980
2023-08-11,619.750000,624.750000,610.000000,611.799988,611.799988,9347707
2023-08-14,612.000000,612.000000,594.500000,607.349976,607.349976,14492164
2023-08-16,606.700012,621.349976,597.299988,618.750000,618.750000,14562074
2023-08-17,620.000000,622.000000,611.000000,613.750000,613.750000,12119293
2023-08-18,612.799988,620.099976,610.900024,615.799988,615.799988,11190760
2023-08-21,617.000000,623.299988,614.799988,620.500000,620.500000,9580365
2023-08-22,621.799988,626.500000,618.599976,620.200012,620.200012,8534395
2023-08-23,622.750000,622.750000,613.150024,613.900024,613.900024,8248333
2023-08-24,618.000000,619.000000,609.650024,610.950012,610.950012,7096025
2023-08-25,610.849976,616.700012,593.299988,605.099976,605.099976,16075509
2023-08-28,605.400024,608.500000,601.549988,602.400024,602.400024,7479254
2023-08-29,603.599976,610.500000,603.599976,607.150024,607.150024,6956667
2023-08-30,611.200012,612.900024,605.000000,605.549988,605.549988,5676055
2023-08-31,608.799988,609.650024,599.049988,601.000000,601.000000,10544271
2023-09-01,604.200012,614.900024,601.900024,611.200012,611.200012,10297492
2023-09-04,615.599976,615.599976,606.000000,609.000000,609.000000,8392665
2023-09-05,610.000000,618.900024,608.049988,611.150024,611.150024,8560651
2023-09-06,611.150024,612.549988,605.599976,610.250000,610.250000,6520064
2023-09-07,610.900024,616.500000,609.049988,614.900024,614.900024,6520293
2023-09-08,617.950012,628.900024,614.200012,627.250000,627.250000,16190749
2023-09-11,634.650024,635.400024,630.500000,634.849976,634.849976,8780510
2023-09-12,638.000000,639.000000,615.250000,620.799988,620.799988,12541377
2023-09-13,621.000000,628.500000,619.549988,625.900024,625.900024,6988358
2023-09-14,628.099976,630.799988,623.299988,624.599976,624.599976,5722295
2023-09-15,628.700012,636.500000,627.150024,634.250000,634.250000,18917805
2023-09-18,635.900024,644.200012,633.150024,640.650024,640.650024,11108349
2023-09-20,640.700012,647.000000,637.000000,638.500000,638.500000,11777925
2023-09-21,638.500000,641.700012,624.000000,627.049988,627.049988,9266854
2023-09-22,628.000000,630.799988,619.000000,620.450012,620.450012,6551917
2023-09-25,623.849976,625.200012,617.900024,618.700012,618.700012,6390681
2023-09-26,618.700012,625.700012,617.950012,619.799988,619.799988,6271108
2023-09-27,619.950012,621.900024,616.750000,620.150024,620.150024,5960490
2023-09-28,622.900024,623.799988,612.250000,614.099976,614.099976,6768196
2023-09-29,618.700012,633.000000,617.000000,630.200012,630.200012,8969405
2023-10-03,632.599976,632.650024,618.599976,620.450012,620.450012,6894577
2023-10-04,620.799988,620.799988,608.299988,613.599976,613.599976,7612709
2023-10-05,619.000000,621.349976,614.650024,619.599976,619.599976,7893892
2023-10-06,627.000000,627.349976,620.000000,622.450012,622.450012,7922379
2023-10-09,620.799988,622.000000,613.700012,617.349976,617.349976,6381189
2023-10-10,620.000000,632.500000,617.599976,630.549988,630.549988,9833429
2023-10-11,633.000000,637.799988,632.599976,634.000000,634.000000,7701931
2023-10-12,637.000000,640.200012,635.049988,636.950012,636.950012,5928732
2023-10-13,633.950012,669.000000,633.000000,667.099976,667.099976,28011678
2023-10-16,668.549988,677.799988,661.250000,666.200012,666.200012,20005816
2023-10-17,670.000000,670.900024,654.650024,655.700012,655.700012,10263992
2023-10-18,658.599976,672.250000,653.799988,668.500000,668.500000,14908778
2023-10-19,662.950012,672.299988,658.599976,668.799988,668.799988,10633043
2023-10-20,666.650024,676.400024,660.500000,663.200012,663.200012,11759568
2023-10-23,663.650024,667.250000,645.000000,647.349976,647.349976,8564004
2023-10-25,650.000000,651.900024,636.049988,637.849976,637.849976,8229559
2023-10-26,635.000000,635.650024,624.150024,626.549988,626.549988,8889373
2023-10-27,630.000000,643.950012,628.450012,641.049988,641.049988,10232856
2023-10-30,643.799988,643.799988,621.849976,628.500000,628.500000,12786883
2023-10-31,642.000000,642.000000,627.299988,628.650024,628.650024,11395766
2023-11-01,630.000000,633.799988,626.299988,627.700012,627.700012,8785264
2023-11-02,632.000000,638.200012,630.099976,636.450012,636.450012,9934305
2023-11-03,662.000000,666.000000,646.200012,647.500000,647.500000,23087856
2023-11-06,652.849976,652.849976,643.200012,646.049988,646.049988,10801301
2023-11-07,645.000000,649.900024,643.299988,645.000000,645.000000,6588073
2023-11-08,648.000000,649.049988,641.900024,642.549988,642.549988,6551864
2023-11-09,644.000000,653.650024,642.700012,649.349976,649.349976,10155047
2023-11-10,649.349976,652.950012,644.000000,651.049988,651.049988,6425792
2023-11-13,653.000000,654.000000,649.299988,653.250000,653.250000,3279829
2023-11-15,660.000000,673.500000,656.549988,671.549988,671.549988,11324434
2023-11-16,674.000000,685.500000,670.900024,680.400024,680.400024,17501373
2023-11-17,682.500000,687.650024,679.599976,681.549988,681.549988,9563220
2023-11-20,682.000000,686.750000,670.700012,674.299988,674.299988,8324354
2023-11-21,677.000000,683.299988,675.000000,681.700012,681.700012,7291057
2023-11-22,683.950012,687.349976,676.049988,681.200012,681.200012,9279642
2023-11-23,683.200012,685.900024,677.049988,679.950012,679.950012,5882413
